transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T6731,U062,2022-10-25,Income,others,11374,Card,Mumbai,Other payment
T8596,U061,2024-04-13,Expense,rent,4958,Bank Transfer,Jaipur,Monthly house rent
T4692,U108,06/10/2022,Expense,utilities,,Bank_Transfer,Unknown,Electricity bill
T2589,U125,2024-02-07,Expense,utilities,999999,Unknown,Delhi,Internet bill
T10816,U060,2021-10-04,Expense,food,₹7033,Card,Pune,Dominos pizza
T4240,U008,06/05/2022,Expense,food,4469,Card,Pun,Lunch at restaurant
T5940,U067,10-11-2022,Expense,food,7282,Crd,Ahm,Swiggy order
T7996,U064,29-08-23,Expense,travel,1516,Upi,Bangalore,Ola cab
T5621,U045,23-11-22,Expense,health,1211,Upi,Hyderabad,Health insurance
T13404,U102,10-12-21,Expense,travel,219,Crd,Ahmedabad,Train ticket
T9710,U065,30-03-24,Expense,rent,3268,Bank Transfr,Hyd,PG rent
T0095,U128,08/15/2023,Expense,utilities,4044,Bank_Transfer,Ahmedabad,WiFi recharge
T5195,U135,08/23/2024,Expense,utilities,5501,Bank Transfr,Pune,Utility payment
T8458,U051,2021-05-08,Expense,health,975,Crd,Unknown,Health checkup
T6929,U083,2024-03-19,Expense,entertainment,728,Bank Transfer,Delhi,Movie ticket
T11815,U051,09-04-23,Expense,travel,₹7752,Upi,Ban,Ola cab
T0757,U150,14-04-22,Expense,travel,2380,Cash,Pun,Train ticket
T1532,U009,2023-01-19,Expense,food,$3838,Bank Transfr,Pune,Swiggy order
T4749,U056,2022-03-27,Income,investment,26157,Card,Lucknow,Stock purchase
T8595,U103,12/01/2024,Expense,health,3998,Csh,Hyderabad,Medicine purchase
T0028,U148,13-01-2021,Expense,food,9047,Upi,Pune,Food delivery
T3967,U122,2021-07-10,Expense,entertainment,7273,Upi,Ahm,Movie ticket
T12429,U033,01/12/2022,Expense,rent,360,Card,Delhi,Monthly house rent
T5347,U011,06/21/2023,Expense,entertainment,₹5491,Banktransfer,Delhi,Weekend movie
T12192,U058,2021-08-28,Expense,food,217,Banktransfer,Del,Swiggy order
T5423,U043,04/08/2021,Expense,entertainment,299,Upi,Ahmedabad,Amazon Prime
T9816,U041,2022-12-25,Expense,food,,Cash,Bangalore,Restaurant dinner
T6606,U071,2022-09-23,Expense,food,1870,Csh,Ahmedabad,Food delivery
T5964,U056,10-02-2023,Income,freelance,77936,Csh,Hyderabad,Consulting income
T13105,U023,2021-08-13,Expense,food,₹999999,Card,Lucknow,Restaurant dinner
T9934,U051,09/01/2021,Expense,entertainment,6862,Card,Pune,Movie ticket
T4988,U029,2022-02-17,Expense,rent,2994,Unknown,Ahmedabad,Rental payment
T11624,U058,2023-05-03,Expense,travel,1055,Crd,Chennai,Fuel payment
T2679,U074,29-11-22,Expense,utilities,5081,Card,Unknown,Mobile recharge
T2590,U118,2024-09-06,Expense,utilities,3591,Crd,Unknown,Mobile recharge
T12808,U124,2021-04-29,Expense,entertainment,334,Upi,Unknown,Spotify premium
T0941,U019,2023-01-10,Expense,food,4864,Upi,Delhi,Family dinner
T9143,U116,,Expense,utilities,₹275,Csh,Pune,Internet bill
T2140,U051,24-07-2022,Expense,savings,1668,Upi,Kol,Emergency fund
T2530,U035,26-12-24,Expense,food,2903,Bank_Transfer,Chennai,Restaurant dinner
T7717,U108,12-12-2022,Expense,food,7491,Upi,Hyderabad,Zomato order
T1966,U147,03/21/2024,Expense,rent,42642,Csh,Delhi,Home rent
T9343,U030,2022-07-29,Expense,food,₹1195,Banktransfer,Ahmedabad,Starbucks coffee
T2065,U021,07/04/2023,Expense,food,6393,Card,Ahmedabad,Dominos pizza
T7959,U103,05/23/2022,Expense,food,3741,Cash,Ahm,Restaurant dinner
T10434,U122,14-01-24,Expense,entertainment,1094,Csh,Jaipur,Movie ticket
T9271,U070,01/24/2022,Expense,rent,₹2203,Cash,Jaipur,Rental payment
T3856,U087,09/30/2021,Expense,travel,Rs.2101,Upi,Ahmedabad,Fuel payment
T9016,U014,09/02/2024,Expense,food,5130,Crd,Pun,Dominos pizza
T2945,U091,09-09-2022,Income,others,17985,Crd,Jaipur,General expense
T9335,U068,10/08/2022,Expense,travel,7776,Upi,Delhi,Bus ticket
T3478,U078,2021-09-07,Expense,food,3025,Banktransfer,Pune,Burger King meal
T5578,U073,,Expense,food,$4227,Csh,Mumbai,Starbucks coffee
T13382,U102,20-06-2023,Expense,food,205,Bank_Transfer,Jaipur,Burger King meal
T10477,U074,08/04/2023,Expense,utilities,1113,Cash,Chennai,Broadband bill
T3906,U051,11/07/2021,Income,bonus,23559,Upi,Chennai,Annual bonus
T13417,U053,03/05/2023,Income,freelance,49255,Bank Transfer,Ahmedabad,Website project
T9031,U086,01-01-2023,Expense,rent,729,Upi,Bangalore,Monthly house rent
T11283,U112,25-03-21,Expense,food,667,Banktransfer,Kolkata,Lunch at restaurant
T6768,U069,2021-06-24,Expense,travel,9971,Bank Transfer,Unknown,Train ticket
T3417,U105,2021-12-31,Expense,travel,₹4038,Cash,Jaipur,Airport transfer
T11579,U006,04-06-24,Expense,rent,$47633,Bank Transfer,Lucknow,Monthly house rent
T3959,U100,02/03/2023,Expense,food,₹4529,Upi,Jai,Dominos pizza
T5917,U106,28-09-2023,Income,salary,73117,Card,Delhi,Monthly salary
T11845,U032,2022-07-04,Expense,others,,Csh,Kolkata,Miscellaneous purchase
T6591,U075,10/19/2022,Expense,food,2642,Bank Transfer,Lucknow,Starbucks coffee
T7223,U053,23-02-24,Expense,travel,5693,Card,Bangalore,Airport transfer
T5169,U045,18-07-22,Expense,utilities,623,Bank Transfer,Chennai,WiFi recharge
T11261,U116,2024-11-04,Expense,nan,6507,Bank_Transfer,Mumbai,General transaction
T10966,U044,2021-11-30,Expense,food,3871,Bank_Transfer,Hyderabad,Food delivery
T7318,U097,11/08/2023,Expense,rent,9421,Bank_Transfer,Bangalore,Monthly house rent
T11476,U133,10/16/2024,Income,others,55084,Csh,Pune,Cash withdrawal
T10783,U016,2022-09-11,Expense,utilities,1319,Upi,Che,WiFi recharge
T0520,U020,03/07/2024,Expense,food,2585,Cash,Hyderabad,Burger King meal
T4579,U104,03/04/2022,Expense,travel,1572,Csh,Del,Bus ticket
T2100,U040,09/14/2021,Income,investment,76402,Upi,Ahmedabad,SIP investment
T13361,U078,2024-08-09,Expense,education,₹2049,Upi,Delhi,Training program
T9489,U084,2023-03-25,Expense,utilities,3960,Csh,Unknown,Power bill
T11028,U071,12-10-2022,Income,others,13097,Csh,Luc,Misc expense
T4825,U101,13-05-24,Expense,rent,,Cash,Mumbai,Rental payment
T11098,U067,16-08-22,Expense,utilities,3628,Cash,Kolkata,Electricity bill
T1205,U123,07/01/2021,Expense,nan,₹9335,Bank Transfr,Bangalore,General transaction
T3612,U146,05/29/2023,Expense,travel,9780,Upi,Ahmedabad,Taxi fare
T12727,U034,25-06-24,Expense,travel,8879,Banktransfer,Hyderabad,Train ticket
T1536,U023,2021-01-03,Expense,food,4398,Csh,Ahmedabad,Lunch at restaurant
T1153,U045,08-06-23,Expense,food,1910,Bank Transfer,Pune,Family dinner
T0947,U023,21-03-24,Expense,food,2407,Card,Lucknow,Lunch at restaurant
T7163,U078,03/07/2022,Expense,food,2197,Upi,Luc,Food delivery
T4623,U111,27-02-2024,Expense,food,3434,Upi,Bangalore,Family dinner
T8743,U130,2023-09-11,Expense,rent,5774,Bank Transfer,Jaipur,Flat rent
T12890,U064,11-06-22,Expense,food,3997,Cash,Unknown,Lunch at restaurant
T9860,U115,2021-03-14,Expense,travel,7989,Upi,Jaipur,Metro recharge
T0876,U109,12-10-22,Expense,utilities,2044,Upi,Mumbai,Power bill
T8141,U061,2022-05-21,Expense,travel,5164,Upi,Ahmedabad,Ola cab
T8151,U114,02/27/2022,Expense,savings,5078,Card,Unknown,Savings account deposit
T0446,U114,2021-01-10,Expense,rent,₹4008,Unknown,Unknown,Room rent
T13680,U121,02/14/2023,Expense,rent,47179,Upi,Kolkata,Lease payment
T8842,U101,30-06-2024,Expense,food,7181,Csh,Lucknow,Zomato order
T0623,U098,2021-12-31,Expense,utilities,3364,Upi,Lucknow,EB payment
T12523,U106,2021-01-06,Expense,food,2938,Unknown,Chennai,Zomato order
T7296,U034,12-10-24,Expense,health,5930,Bank Transfer,Ban,Health insurance
T3002,U113,28-05-22,Expense,education,$5036,Banktransfer,Bangalore,Udemy course
T1940,U088,20-09-2021,Expense,food,678,Unknown,Che,Starbucks coffee
T12710,U068,2023-06-07,Expense,entertainment,2653,Csh,Pune,Spotify premium
T4373,U088,03-06-21,Expense,food,4875,Upi,Unknown,Swiggy order
T13590,U142,03/26/2023,Expense,entertainment,1636,Bank Transfer,Chennai,Gaming subscription
T3216,U036,16-02-22,Expense,education,6368,Crd,Ahmedabad,School fees
T7903,U101,2021-11-02,Expense,food,1559,Card,Pun,Zomato order
T7146,U111,11-08-23,Expense,travel,5128,Card,Kolkata,Taxi fare
T3212,U132,2024-06-25,Expense,rent,41736,Bank_Transfer,Unknown,Monthly house rent
T13989,U095,30-11-2023,Income,salary,74119,Upi,Mumbai,Company payroll
T2062,U046,02-04-22,Expense,education,8256,Bank Transfer,Bangalore,Training program
T12056,U120,10/25/2022,Expense,health,5599,Cash,Kolkata,Doctor consultation
T5545,U113,2023-06-11,Expense,utilities,255,Cash,Pune,Power bill
T13976,U023,05/03/2023,Expense,nan,6714,Cash,Hyd,General transaction
T13549,U013,2024-10-08,Expense,utilities,4778,Bank Transfer,Hyderabad,Gas bill
T13705,U122,11-11-2024,Expense,others,Rs.7781,Bank_Transfer,Del,Cash withdrawal
T11499,U137,07/02/2024,Expense,travel,8947,Card,Bangalore,Travel expense
T12162,U074,08/02/2022,Expense,food,5094,Unknown,Kolkata,Dominos pizza
T0527,U108,01/02/2024,Expense,rent,₹9444,Card,Lucknow,Room rent
T2922,U042,01/01/2022,Expense,utilities,1870,Banktransfer,Bangalore,Water bill
T12806,U145,12/19/2023,Expense,entertainment,8213,Upi,Hyderabad,Movie ticket
T12354,U075,05/14/2023,Expense,food,565,Bank_Transfer,Bangalore,Restaurant dinner
T0620,U044,16-04-24,Expense,nan,6921,Crd,Ahmedabad,General transaction
T5515,U108,03-02-2022,Income,freelance,21587,Card,Jai,Freelance earnings
T1151,U108,03/06/2021,Expense,education,837,Bank Transfer,Delhi,Educational material
T3962,U077,05-03-2022,Expense,travel,1986,Cash,Luc,Taxi fare
T7277,U062,08/05/2024,Expense,travel,2486,Upi,Pune,Flight booking
T12829,U087,2023-06-22,Expense,education,9634,Upi,Kolkata,College fees
T9483,U053,2021-04-08,Expense,food,₹4367,Card,Mum,Restaurant dinner
T13395,U032,04/20/2023,Expense,savings,$3121,Upi,Che,Monthly savings
T6875,U123,01-05-2022,Expense,education,8259,Unknown,Kolkata,Book purchase
T11970,U015,05-09-23,Expense,food,,Card,Hyderabad,Family dinner
T0936,U084,10-09-2024,Expense,food,₹3019,Bank Transfr,Mumbai,Cafe breakfast
T1442,U068,27-05-21,Expense,rent,5873,Bank Transfer,Hyderabad,Accommodation rent
T6098,U067,2021-10-22,Expense,others,₹4989,Card,Ahmedabad,Cash withdrawal
T2240,U033,04/11/2022,Expense,food,145,Bank_Transfer,Jai,Lunch at restaurant
T6536,U003,2022-03-22,Expense,rent,5996,Card,Jaipur,Monthly house rent
T5206,U058,2021-06-09,Expense,utilities,7540,Bank Transfer,Mumbai,Internet bill
T10407,U025,11/17/2022,Expense,food,5454,Card,Mum,Lunch at restaurant
T4152,U122,10/22/2021,Expense,food,5081,Card,Mum,Zomato order
T5994,U114,2021-10-06,Expense,food,8768,Card,Mumbai,Zomato order
T9262,U046,2024-10-22,Expense,health,6076,Unknown,Ahmedabad,Health checkup
T0882,U044,25-05-23,Expense,travel,9121,Upi,Jaipur,Uber ride
T10426,U041,16-01-2021,Expense,health,3394,Bank_Transfer,Ahmedabad,Clinic visit
T10789,U127,23-01-2023,Expense,rent,$28774,Upi,Lucknow,Rental payment
T12877,U037,2021-10-18,Expense,food,2479,Banktransfer,Unknown,Restaurant dinner
T5285,U060,2023-04-30,Expense,entertainment,8833,Bank Transfer,Delhi,Disney Plus
T8311,U059,2024-04-18,Expense,food,7445,Cash,Mumbai,Starbucks coffee
T11886,U004,2024-03-21,Expense,rent,7649,Upi,Pune,Lease payment
T0981,U083,01/31/2023,Expense,food,$-1000,Csh,Del,Zomato order
T10280,U062,03/31/2022,Expense,rent,$39939,Crd,Luc,Home rent
T8683,U099,,Expense,rent,5797,Crd,Che,Home rent
T10756,U124,2023-06-11,Expense,education,5203,Card,Delhi,Educational material
T9223,U128,02-06-21,Expense,food,3898,Bank Transfer,Chennai,Restaurant dinner
T10952,U028,2024-12-08,Expense,food,4723,Banktransfer,Ahmedabad,Burger King meal
T12177,U134,2021-03-12,Expense,rent,₹45096,Csh,Che,Home rent
T2936,U035,11/03/2022,Income,others,₹12981,Upi,Ahmedabad,Misc expense
T2703,U093,11/26/2024,Expense,savings,7903,Upi,Ahmedabad,Monthly savings
T12516,U147,11/28/2021,Expense,food,,Upi,Delhi,Burger King meal
T9119,U066,2022-12-17,Expense,utilities,650,Upi,Chennai,WiFi recharge
T1930,U049,11/17/2024,Expense,education,6401,Card,Hyd,Library fees
T0233,U103,02/02/2024,Expense,food,186,Bank Transfer,Unknown,Family dinner
T11398,U133,2022-09-03,Expense,travel,$7581,Cash,Lucknow,Bus ticket
T12631,U085,08-03-2024,Expense,utilities,7202,Cash,Chennai,Gas bill
T4080,U095,15-02-21,Expense,food,1773,Card,Kolkata,Swiggy order
T13351,U143,29-12-2022,Expense,utilities,7006,Bank Transfer,Delhi,Electricity bill
T6947,U141,16-08-23,Expense,food,1256,Bank Transfr,Delhi,Zomato order
T12292,U004,2022-04-14,Expense,travel,$1783,Banktransfer,Kolkata,Taxi fare
T5919,U098,11-01-23,Expense,others,7445,Cash,Lucknow,General expense
T11894,U074,2023-01-17,Expense,food,92,Upi,Ahm,Restaurant dinner
T4552,U085,2024-08-30,Expense,health,5683,Cash,Hyd,Hospital bill
T4074,U072,2022-03-17,Expense,food,999999,Crd,Hyderabad,Restaurant dinner
T11557,U124,2021-05-27,Expense,travel,₹2799,Card,Ahm,Taxi fare
T4321,U090,2021-03-19,Expense,food,8624,Cash,Hyd,Burger King meal
T5212,U033,22-03-23,Expense,food,3872,Csh,Bangalore,Starbucks coffee
T10959,U111,2021-11-07,Expense,travel,3380 INR,Unknown,Jaipur,Fuel payment
T2290,U109,2022-06-05,Expense,health,1621,Unknown,Bangalore,Health insurance
T3870,U011,2021-02-22,Expense,food,995,Unknown,Kolkata,Cafe breakfast
T10364,U121,04/25/2023,Expense,entertainment,2653,Cash,Jai,Concert ticket
T12790,U063,,Expense,rent,766,Crd,Pun,Rental payment
T2520,U105,13-08-2021,Expense,education,6103,Card,Lucknow,College fees
T13354,U119,03-11-22,Income,freelance,33528,Upi,Kolkata,Freelance project
T3325,U074,2021-02-28,Income,freelance,69344,Upi,Kolkata,Consulting income
T10420,U116,03/14/2022,Expense,food,,Upi,Pune,Cafe breakfast
T5309,U008,02-11-21,Income,investment,29479,Bank Transfer,Chennai,Stock purchase
T11333,U089,24-01-23,Expense,food,2475,Cash,Hyderabad,Lunch at restaurant
T3273,U002,11/24/2024,Expense,utilities,₹9866,Card,Ahmedabad,Water bill
T12846,U114,2023-07-17,Expense,travel,2375,Upi,Unknown,Taxi fare
T1531,U063,11-11-21,Expense,entertainment,4372,Upi,Ahmedabad,Amazon Prime
T10402,U005,29-04-2024,Expense,food,758,Csh,Bangalore,Family dinner
T4701,U033,31-12-2021,Expense,utilities,2519,Csh,Ahmedabad,Internet bill
T13402,U070,12-08-2023,Expense,food,3976,Upi,Jaipur,Family dinner
T12732,U147,2024-03-08,Expense,food,1553 INR,Upi,Pune,Food delivery
T5356,U050,2021-07-17,Expense,food,2639,Bank_Transfer,Unknown,Swiggy order
T7068,U052,11/28/2022,Expense,food,6568,Card,Kolkata,Restaurant dinner
T13300,U051,03/09/2023,Income,bonus,61069,Cash,Ahm,Annual bonus
T9744,U119,20-01-2024,Expense,food,2666,Upi,Mum,Restaurant dinner
T3848,U143,02/06/2023,Expense,utilities,5651,Upi,Kolkata,Electricity bill
T10211,U055,12-07-21,Income,salary,21856,Crd,Kolkata,Payroll deposit
T10148,U066,2023-11-16,Income,bonus,65768,Crd,Bangalore,Incentive received
T2733,U138,05-02-2022,Expense,travel,4502,Bank_Transfer,Delhi,Uber ride
T5913,U129,04/09/2022,Expense,rent,8521,Bank_Transfer,Bangalore,Lease payment
T5646,U126,25-10-23,Expense,travel,4831,Banktransfer,Ahmedabad,Train ticket
T12332,U054,04-04-21,Expense,rent,14036,Unknown,Luc,Apartment rent
T9702,U022,2024-02-14,Income,bonus,Rs.75836,Banktransfer,Mum,Annual bonus
T7236,U046,2023-09-18,Expense,education,2993,Cash,Delhi,Training program
T2906,U063,03/21/2024,Expense,food,₹3136,Upi,Pun,Food delivery
T2300,U072,,Expense,education,4150,Upi,Hyderabad,Training program
T2786,U060,09/15/2024,Expense,food,8292,Card,Mumbai,Swiggy order
T5184,U138,05/03/2021,Expense,health,168,Csh,Pun,Clinic visit
T9778,U031,2021-01-20,Expense,food,201,Crd,Ahm,Starbucks coffee
T10335,U145,2024-02-27,Expense,entertainment,257,Upi,Pune,Weekend movie
T0352,U047,,Expense,travel,5411,Cash,Lucknow,Uber ride
T7358,U118,08/22/2022,Expense,food,3940,Card,Jaipur,Food delivery
T5798,U013,05-03-2021,Expense,rent,4115,Unknown,Hyderabad,Rent transfer
T13489,U016,2022-02-02,Expense,health,6837,Upi,Chennai,Pharmacy purchase
T7113,U049,02/28/2022,Expense,rent,6367,Upi,Pun,Room rent
T7855,U124,05/12/2021,Expense,food,3816,Crd,Delhi,Restaurant dinner
T7636,U136,10/02/2022,Expense,entertainment,1481,Bank Transfer,Pune,OTT subscription
T3196,U083,2023-01-15,Expense,rent,35570,Csh,Pune,Monthly house rent
T5772,U150,2021-09-29,Expense,rent,13459,Bank Transfer,Pune,Room rent
T10753,U090,2021-10-19,Expense,food,937,Cash,Lucknow,Lunch at restaurant
T13564,U146,09/09/2021,Expense,rent,652,Crd,Ahmedabad,Rental payment
T11095,U097,08/31/2022,Expense,food,2290,Bank_Transfer,Jaipur,Cafe breakfast
T1320,U122,2021-08-26,Expense,entertainment,7976,Cash,Delhi,Weekend movie
T1239,U128,03-03-22,Expense,education,2724,Bank Transfr,Pune,Library fees
T8416,U130,2024-06-13,Income,freelance,14969,Bank_Transfer,Lucknow,Freelance project
T7893,U099,2023-06-27,Expense,rent,16138,Csh,Delhi,Home rent
T3635,U016,2023-09-06,Expense,travel,6951,Csh,Pun,Taxi fare
T13394,U122,05/06/2023,Expense,food,3522,Upi,Pune,Food delivery
T13480,U067,2021-05-04,Expense,rent,₹9287,Csh,Mumbai,Apartment rent
T13563,U145,03/10/2021,Expense,rent,3517,Cash,Unknown,Room rent
T3517,U144,2023-06-28,Income,others,Rs.18227,Crd,Pune,Misc expense
T5255,U097,01/13/2022,Expense,entertainment,6922,Crd,Mumbai,Spotify premium
T12155,U010,2022-04-22,Income,bonus,$48000,Csh,Jai,Incentive received
T8518,U126,06/29/2023,Expense,entertainment,7890,Cash,Hyderabad,Spotify premium
T13794,U055,2022-06-11,Expense,education,7055,Cash,Chennai,School fees
T12632,U084,22-03-23,Income,investment,49660,Bank_Transfer,Ban,Stock purchase
T8117,U101,05-05-2021,Expense,rent,7157,Upi,Jai,Flat rent
T3795,U149,,Expense,food,,Crd,Jai,Swiggy order
T1095,U105,2024-06-28,Income,freelance,₹32722,Csh,Jaipur,Client payment
T9598,U050,2022-05-18,Expense,rent,38642,Crd,Unknown,Accommodation rent
T7450,U048,2023-06-19,Expense,rent,-1000,Bank Transfer,Pune,PG rent
T12030,U047,2022-11-27,Expense,rent,9384,Bank_Transfer,Ahmedabad,Rent transfer
T13180,U074,2022-10-07,Expense,rent,$4980,Upi,Unknown,Lease payment
T2376,U130,27-04-2022,Expense,utilities,$234,Card,Delhi,Gas bill
T3858,U124,2021-06-30,Expense,education,7612,Crd,Jaipur,Training program
T6773,U027,2023-01-14,Income,others,17938,Crd,Delhi,Miscellaneous purchase
T7976,U028,2021-05-25,Income,freelance,25157,Csh,Hyderabad,Freelance project
T2595,U135,03/16/2022,Expense,savings,Rs.6031,Crd,Mumbai,Savings deposit
T5225,U010,18-07-24,Income,others,20023,Upi,Jai,Other payment
T4672,U075,07/28/2024,Expense,food,$715,Csh,Chennai,Burger King meal
T7966,U100,31-10-21,Expense,health,1112,Csh,Unknown,Pharmacy purchase
T2838,U117,2023-08-16,Expense,rent,1680,Card,Mum,Monthly house rent
T6666,U004,2024-09-05,Expense,travel,7543,Bank_Transfer,Jaipur,Ola cab
T13386,U060,2024-06-03,Expense,rent,25844,Cash,Pune,Room rent
T10796,U064,28-06-23,Expense,food,4097,Upi,Mumbai,Swiggy order
T1170,U076,2022-10-14,Expense,entertainment,3742,Csh,Hyd,Concert ticket
T3218,U002,31-01-24,Expense,education,₹2325,Upi,Mumbai,Educational material
T13477,U016,21-11-23,Expense,food,4050,Csh,Kolkata,Restaurant dinner
T2051,U020,11/05/2024,Income,others,14617,Banktransfer,Pune,Cash withdrawal
T5971,U030,01-03-23,Expense,rent,6246,Card,Kolkata,Rent transfer
T10930,U004,2023-11-02,Expense,food,8926,Bank_Transfer,Bangalore,Burger King meal
T8240,U047,2022-01-02,Income,salary,36887,Cash,Delhi,Company payroll
T0302,U148,30-04-22,Expense,rent,7481,Bank Transfer,Jaipur,Monthly house rent
T5923,U077,05/30/2022,Expense,food,3745,Csh,Pune,Food delivery
T10278,U122,2024-09-17,Expense,utilities,9442,Csh,Ahmedabad,Water bill
T4968,U103,09/19/2021,Income,bonus,41698,Csh,Jaipur,Performance bonus
T11862,U099,2022-09-05,Expense,food,6945,Csh,Hyderabad,Cafe breakfast
T12244,U018,2022-11-15,Expense,rent,Rs.4758,Upi,Pun,Room rent
T1339,U051,,Expense,health,1145,Bank Transfer,Mumbai,Medicine purchase
T13643,U116,2024-08-09,Expense,food,,Upi,Luc,Zomato order
T5028,U049,25-09-2022,Expense,travel,9829,Cash,Pune,Airport transfer
T6002,U078,07/24/2023,Expense,travel,4834,Cash,Ahm,Bus ticket
T11216,U030,03/31/2021,Expense,rent,2334,Csh,Hyderabad,Accommodation rent
T2089,U131,07/19/2021,Expense,education,4962,Banktransfer,Lucknow,Training program
T0108,U141,06-01-24,Expense,travel,1441,Cash,Jaipur,Flight booking
T7126,U111,11/06/2024,Expense,rent,1612,Unknown,Kolkata,Room rent
T1057,U017,09/08/2021,Expense,utilities,3809,Csh,Delhi,Internet bill
T11891,U058,2024-09-23,Expense,utilities,3649,Upi,Unknown,Power bill
T4129,U125,11/27/2024,Expense,rent,1113,Bank Transfr,Lucknow,Rental payment
T0135,U030,07/27/2023,Expense,education,$9769,Upi,Bangalore,Library fees
T8374,U019,20-05-22,Expense,travel,5754,Upi,Ban,Flight booking
T0699,U045,06/25/2024,Expense,entertainment,2634,Crd,Ahmedabad,Netflix subscription
T3536,U012,09-06-24,Expense,food,₹5911,Csh,Mumbai,Restaurant dinner
T8017,U091,08-10-24,Expense,education,2807,Bank_Transfer,Ahm,Online course
T5820,U045,2024-05-26,Expense,entertainment,4911,Card,Hyderabad,Movie ticket
T6934,U058,06/28/2022,Expense,utilities,4975,Upi,Mumbai,Water bill
T9314,U071,,Expense,savings,3767,Upi,Kol,Savings account deposit
T2618,U055,11/03/2022,Expense,rent,8690,Cash,Unknown,Lease payment
T11926,U011,2024-03-31,Expense,entertainment,₹8255,Unknown,Chennai,Spotify premium
T9640,U072,21-06-2022,Expense,food,999999999,Banktransfer,Delhi,Swiggy order
T4221,U017,2023-01-27,Income,salary,29115,Upi,Kol,Company payroll
T3271,U099,2024-11-25,Income,freelance,63736,Bank Transfer,Pune,Consulting income
T12654,U149,09/16/2023,Expense,utilities,3203,Csh,Delhi,Utility payment
T6523,U010,2023-05-12,Income,bonus,365282,Bank Transfr,Ahmedabad,Festival bonus
T1049,U033,12/06/2022,Expense,food,3020,Csh,Kolkata,Swiggy order
T3452,U074,01/15/2022,Expense,rent,₹2944,Unknown,Hyd,Accommodation rent
T5236,U039,09/06/2024,Expense,education,128,Bank_Transfer,Jaipur,Online course
T4742,U054,2023-08-31,Expense,others,8830,Upi,Kolkata,General expense
T3742,U030,,Expense,utilities,7520,Bank Transfr,Luc,Water bill
T11878,U083,08-07-24,Expense,rent,37972,Crd,Lucknow,Home rent
T13595,U095,01/04/2021,Expense,utilities,1837,Card,Lucknow,Internet bill
T0829,U043,2024-09-14,Expense,food,$8956,Card,Kolkata,Swiggy order
T0588,U039,2024-08-22,Expense,food,4755,Csh,Lucknow,Restaurant dinner
T10358,U098,2024-02-07,Expense,rent,6826,Banktransfer,Unknown,Accommodation rent
T13794,U016,26-12-2023,Expense,education,523,Unknown,Pune,Exam fees
T5543,U013,2021-11-30,Income,freelance,79300,Bank Transfer,Lucknow,Freelance earnings
T0014,U139,2022-10-05,Expense,utilities,8420 INR,Card,Lucknow,Utility payment
T9999,U013,20-03-23,Expense,travel,8520,Crd,Unknown,Bus ticket
T9785,U057,06/21/2022,Expense,travel,8025,Cash,Luc,Travel expense
T13340,U024,10/20/2023,Expense,entertainment,,Csh,Ban,Netflix subscription
T3949,U062,02/22/2023,Expense,travel,$3148,Upi,Jaipur,Train ticket
T7668,U079,2022-08-05,Expense,entertainment,3054,Cash,Jai,OTT subscription
T10319,U082,2021-09-01,Expense,education,4117,Crd,Mumbai,Educational material
T13445,U060,2024-08-18,Expense,utilities,9137 INR,Cash,Kol,Utility payment
T8853,U124,17-12-22,Expense,entertainment,₹7277,Bank Transfr,Mum,Gaming subscription
T9202,U041,2021-03-17,Expense,travel,3328,Upi,Jaipur,Taxi fare
T2174,U021,15-12-2023,Expense,travel,8920,Cash,Bangalore,Fuel payment
T0818,U046,2022-03-05,Expense,food,2303,Upi,Pun,Family dinner
T11725,U139,06-05-22,Expense,food,3780,Card,Kolkata,Starbucks coffee
T1331,U100,2021-10-28,Expense,utilities,4708,Bank Transfr,Jaipur,Internet bill
T9549,U050,2023-02-16,Expense,utilities,₹9318,Card,Kol,Utility payment
T6354,U148,03/14/2024,Expense,education,3707,Bank Transfr,Ahmedabad,School fees
T7801,U071,21-02-2022,Expense,education,$9174,Bank Transfr,Jaipur,Book purchase
T0219,U061,2024-06-22,Expense,food,Rs.5108,Upi,Hyderabad,Family dinner
T13944,U041,2021-11-11,Expense,education,3615,Bank_Transfer,Kolkata,Library fees
T8633,U034,,Expense,rent,,Upi,Lucknow,Apartment rent
T1014,U094,01/22/2021,Expense,education,5264,Upi,Unknown,Tuition fees
T1648,U123,2021-09-14,Expense,health,5968,Bank_Transfer,Chennai,Health insurance
T10292,U005,12/05/2022,Income,investment,44839,Banktransfer,Jai,Equity investment
T4416,U117,,Expense,savings,1532 INR,Crd,Jaipur,Monthly savings
T11536,U111,16-07-22,Expense,savings,₹7364,Card,Lucknow,Savings account deposit
T3903,U069,12/09/2024,Expense,food,5414,Csh,Mumbai,Starbucks coffee
T10447,U067,11/22/2022,Expense,rent,5930,Cash,Ahmedabad,Monthly house rent
T8328,U020,2024-10-05,Expense,utilities,₹4435,Bank Transfer,Jaipur,Broadband bill
T6366,U087,23-05-21,Expense,rent,7979,Bank Transfer,Kolkata,Flat rent
T7025,U126,23-07-23,Income,investment,₹79771,Csh,Unknown,SIP investment
T3966,U143,2023-12-09,Expense,nan,6278,Upi,Unknown,General transaction
T11962,U136,06/16/2022,Expense,savings,6042,Crd,Pun,Transfer to savings
T7751,U048,03/30/2022,Expense,savings,8824,Csh,Jaipur,Monthly savings
